coupling,10x2,6x2,7x2,8x2,9x2
0.0,0.9999999999999584,0.9999999999999988,1.0000000000000056,1.0000000000000289,0.9999999999999675
0.02,0.9977716297872429,0.9986190386042011,0.9986190386012211,0.998195244266915,0.9981952442665586
0.04,0.9905798618524967,0.9941494799690279,0.9941494796682036,0.9923630655967126,0.9923630655502612
0.06,0.9777200843737709,0.9861156045702772,0.9861156000308439,0.9819088679086511,0.9819088671368464
0.08,0.9586474072621448,0.9741072647139362,0.9741072346370477,0.9663463978571858,0.9663463924441804
0.1,0.9330981717049338,0.957850062752327,0.9578499400475604,0.9453930282914712,0.9453930051418846
0.12,0.9012057344258979,0.9372795838970629,0.9372792269340549,0.9190654356301937,0.9190653646196416
0.14,0.8635737042434692,0.9126003457169591,0.9125995492212093,0.8877480728106157,0.8877479023398516
0.16,0.8212698809906119,0.8843068369899839,0.8843054252278001,0.8522046133485477,0.8522042749841844
0.18,0.7757238966148171,0.8531510142883086,0.8531490174433951,0.8135150304292846,0.8135144522212403
0.2,0.7285463780128802,0.8200579034538765,0.8200557569828895,0.7729464298481878,0.7729455498854443
0.22,0.6813190681328628,0.7860104940571788,0.7860091789805002,0.7317915735591844,0.7317903443665883
0.24,0.635414234576234,0.7519355497454324,0.7519366346967626,0.6912197348720761,0.691218117716111
0.26,0.591883600595184,0.7186176927873191,0.7186233060114516,0.6521745168573788,0.652172474936158
0.28,0.551425783497366,0.6866545417854975,0.6866673357703912,0.6153309311160318,0.6153284334072056
0.3,0.5144154974993879,0.65645033926073,0.6564734967280564,0.5811033075676656,0.5811003505827564
0.32,0.48096717222147806,0.6282363699106158,0.6282736633270323,0.5496851158796994,0.549681764334219
0.34,0.45100824310276366,0.6021046886943421,0.6021605760168607,0.5211015926262519,0.5210980364002344
0.36,0.4243460636509533,0.5780445469155577,0.5781242746821174,0.4952615088192457,0.4952581329638351
0.38,0.4007211389280151,0.5559751667351087,0.5560848530633987,0.47200083627720185,0.4719983015592757
0.4,0.37984544119819524,0.5357721498648689,0.5359188259296419,0.4511159900607595,0.451115322097398
0.42,0.3614277160225655,0.5172871538680317,0.5174787475342345,0.4323871907610516,0.4323898754999331
0.44,0.34518875959517226,0.5003616577055121,0.5006069055131153,0.41559372849068077,0.4156018105633025
0.46,0.3308695848021831,0.48483605005757235,0.48514432413767017,0.4005231602305508,0.40053933866507513
0.48,0.3182348646648643,0.4705552649490266,0.47093630081556886,0.38697624751745313,0.3870039605525898
0.5,0.30707342183221387,0.4573720007985884,0.4578355113767558,0.3747690588722428,0.37481254620423665
0.52,0.2971969877581079,0.44514832638635404,0.4457034879640085,0.36373328054501797,0.3637976072797003
0.54,0.28843803473049123,0.43375626328230354,0.43441106099943827,0.3537154631198338,0.3538064850360022
0.56,0.28064718391345145,0.42307776080712944,0.4238381854414702,0.34457569342149574,0.34469993803134247
0.58,0.2736904901857756,0.41300434835499733,0.4138734430801095,0.3361860128107028,0.3363504454662076
0.6,0.26744677471616685,0.40343665460403744,0.40441342056337626,0.328428789669426,0.3286404292367208
0.62,0.26180509783215977,0.3942839154631636,0.395362098706321,0.32119518110612544,0.3214605265404358
0.64,0.25666242219494007,0.3854635448434338,0.3866303443501068,0.31438377446904764,0.3147080035114995
0.66,0.2519214988582027,0.37690080828635103,0.3781355648561652,0.3078994736134397,0.30828537992277394
0.68,0.2474890094254084,0.36852861454509667,0.36980156190446556,0.3016526806461988,0.3020993286460646
0.7000000000000001,0.2432740115212954,0.36028742127544755,0.3615586015840978,0.29555881517726035,0.2960599157141853
0.72,0.2391867584055947,0.3521252361521241,0.3533436989778417,0.2895382049845395,0.29008025222701855
0.74,0.23513799252568351,0.3439976830652853,0.34510109586908977,0.28351637013547926,0.28407663232089647
0.76,0.23103884086177834,0.3358680943947292,0.33678288937770817,0.2774247033986249,0.2779692254633811
0.78,0.22680145740078367,0.32770758502683994,0.3283497480923678,0.27120152078894216,0.2716833692564164
0.8,0.22234055124643914,0.3194950623214511,0.3197716327273866,0.2647934168808253,0.26515146396860645
0.8200000000000001,0.21757589098252716,0.3112171291507538,0.31102842365846656,0.25815681262883716,0.2583153981298753
0.84,0.21243577130383845,0.30286784459354765,0.3021103515629105,0.2512595351036595,0.251129337735288
0.86,0.20686126012398637,0.2944483185137004,0.2930181331232429,0.24408222864633902,0.24356260152335252
0.88,0.20081082699238695,0.2859661310836825,0.2837627332507576,0.23661937748003942,0.23560224440912975
0.9,0.1942647298309988,0.27743458474736915,0.2743647080682665,0.22887973191812927,0.22725491248156582
0.92,0.18722837902940453,0.26887181218951645,0.2648531255976486,0.22088598014160776,0.21854754881634092
0.9400000000000001,0.1797338891949149,0.2602997775761994,0.25526410774768127,0.21267359263201385,0.2095266400797402
0.96,0.17183922755595926,0.251743217951211,0.24563908030148546,0.20428887415832464,0.20025589413361178
0.98,0.16362476687394237,0.24322857614487076,0.2360228498722784,0.19578636809114214,0.19081249160589406
1.0,0.15518755836323408,0.23478297560767758,0.22646164293814092,0.18722584653413593,0.1812822985906093
1.02,0.14663410530429447,0.2264332817643254,0.21700124006181523,0.17866916859041126,0.1717545985077344
1.04,0.13807269228769337,0.21820528497879055,0.20768531984845465,0.17017728953889835,0.16231695471916496
1.06,0.12960633022928408,0.21012302858306192,0.1985540966489868,0.1618076596304055,0.15305074496572846
1.08,0.1213271373756716,0.20220829326266854,0.1896432996274581,0.15361217653191236,0.14402774442754818
1.1,0.11331259624974463,0.19448023781709955,0.18098350475551347,0.14563576885461366,0.13530792863305652
1.12,0.10562373563681737,0.18695518694119487,0.17259980050193469,0.13791560735599584,0.12693847384197182
1.1400000000000001,0.09830498560596945,0.1796465497719979,0.16451174542795247,0.1304808777028962,0.11895378829896536
1.16,0.09138528642922157,0.17256484865242994,0.15673356252733134,0.12335300964397894,0.11137632778498213
1.18,0.08487999167460278,0.16571783568055803,0.14927451026745125,0.11654624148213055,0.1042179285464386
1.2,0.07879315450276046,0.15911067472530854,0.14213937216440214,0.11006840127002354,0.09748141387271729
1.22,0.07311988042617279,0.15274616817733566,0.13532901321615776,0.10392180093463843,0.09116227815306208
1.24,0.06784853390155848,0.14662501024617258,0.12884096054790536,0.09810416051960455,0.08525030769196075
1.26,0.06296267813713273,0.14074605164496554,0.12266997547918365,0.09260950212995168,0.07973104963570149
1.28,0.05844269783754301,0.13510656365363594,0.11680859367679339,0.0874289737947836,0.07458708309719925
1.3,0.054267102209380254,0.12970249255263105,0.11124761835894867,0.08255158064093732,0.06979907808264853
1.32,0.05041353381085658,0.12452869810396563,0.10597655830938896,0.07796481393724515,0.06534664879246811
1.34,0.04685952269040121,0.11957917203642103,0.1009840076800351,0.07365517789868793,0.06120902019903583
1.36,0.04358302948870936,0.11484723434091053,0.09625796832179202,0.0696086201951477,0.057365532733178876
1.3800000000000001,0.0405628196275546,0.11032570661668525,0.09178611789971172,0.06581087559131443,0.05379601150126103
1.4000000000000001,0.037778706150405524,0.10600706277039766,0.0875560285677397,0.06224773374195945,0.05048102536783261
