coupling,10x2,11x2,12x2,13x2,7x2,8x2,9x2
0.0,0.9999999999999719,0.9999999999999123,1.0000000000001255,1.0000000000001437,1.0000000000000089,0.9999999999999987,1.0000000000000013
0.02,0.9970747716841927,0.9970747716841893,0.9965057068920512,0.9965057068920518,0.998213876366583,0.9976441614467422,0.9976441614466306
0.04,0.9874830613590866,0.9874830613585839,0.9850656752503527,0.9850656752503368,0.9923356453285113,0.9899063798399674,0.9899063798210126
0.06,0.9699157130061058,0.9699157129890501,0.9641775046009822,0.9641775046002722,0.9814947862870462,0.9756880722458539,0.975688071833831
0.08,0.9430241277894976,0.9430241275732234,0.9323591860338986,0.9323591860215978,0.964721399537815,0.953811066277185,0.9538110624709061
0.1,0.9055767225712983,0.9055767210152311,0.8883652883323623,0.8883652882198396,0.9410064991298259,0.9231216385337759,0.9231216170318638
0.12,0.8567072945559507,0.8567072869708802,0.8315091648886097,0.8315091642271198,0.9094177661198292,0.8826691209084687,0.8826690341007879
0.14,0.7962497287489243,0.7962497014101333,0.762067629425937,0.7620676266690568,0.8692830864783794,0.8319653246212841,0.8319650540157586
0.16,0.7251005097773009,0.7251004334630364,0.6816734144444759,0.6816734058679698,0.8204325107515726,0.7712948910632171,0.7712942123711835
0.18,0.6454765400636719,0.6454763707340956,0.5935157810313456,0.5935157605329197,0.7634471058964298,0.7019877569615138,0.7019863556345103
0.2,0.5608868805928996,0.5608865769098005,0.5021387043906936,0.5021386660423338,0.6998139417387208,0.62651082909952,0.6265084125842426
0.22,0.4756907224383122,0.47569027593509455,0.4127398379786018,0.41273978091098334,0.6318711019085967,0.5482465006504527,0.5482429790765134
0.24,0.3943045953768509,0.3943040486665485,0.3301382124765152,0.3301381436854229,0.5624905932083244,0.4709471582423387,0.47094276532839086
0.26,0.32034666067873974,0.3203460925482824,0.2578221575764485,0.25782208890797376,0.49457972653684795,0.3980392192840534,0.39803445498315176
0.28,0.25606975532967646,0.2560692431191265,0.1974768868364211,0.19747682860030322,0.4305896912729076,0.33205281532189823,0.3320482401907878
0.3,0.20226184722923995,0.20226143703760013,0.14910439745116388,0.14910435432578495,0.37220936019969364,0.27437537217173946,0.2743714045566306
