index,coupling,10x2,12x2,14x2,16x2,18x2
0,0.0,1.0,0.9999999999999996,0.999999999999999,1.0000000000000024,1.0
1,0.009000000000000001,0.999146505641458,0.998980239410457,0.9988140008475324,0.9986477899480767,0.9984816067074911
2,0.018000000000000002,0.9964941426237032,0.995813030745095,0.9951323844120266,0.9944522033062801,0.9937724871098714
3,0.027000000000000003,0.9919091319999764,0.9903433692661422,0.9887800781430018,0.9872192547287603,0.9856608951280411
4,0.036000000000000004,0.9852661664448217,0.9824295554125798,0.9796011110719303,0.976780809907995,0.97396862847623
5,0.045000000000000005,0.9764526836834054,0.9719488255918802,0.9674657414242382,0.9630033353455799,0.9585615119782105
6,0.054000000000000006,0.9653735606353565,0.9588034148521605,0.9522779842790046,0.9457969645273595,0.9393600533426063
7,0.063,0.9519560818904486,0.9429268209840755,0.9339832024381043,0.925124413724804,0.916349650225142
8,0.07200000000000001,0.9361549735965883,0.9242899584086371,0.9125753234097637,0.9010091620663839,0.8895895925571531
9,0.08100000000000002,0.9179572317314116,0.9029068146668624,0.8881031589954866,0.8735422175334668,0.8592200107505362
10,0.09000000000000001,0.8973864202325479,0.8788391644592208,0.860675248025216,0.8428867450721351,0.8254658962996674
11,0.099,0.8745060796018812,0.8521998697915916,0.8304626352523411,0.8092798572530809,0.7886373926876781
12,0.10800000000000001,0.8494218810008589,0.8231543133795138,0.7976990563492561,0.7730309796634799,0.7491257396262048
13,0.11700000000000002,0.8222821937963792,0.7919195863251085,0.7626781303546452,0.734516410374684,0.7073945557854564
14,0.126,0.7932768115096458,0.7587611839190347,0.725747366495971,0.6941699881754289,0.6639665466593296
15,0.135,0.7626337015046876,0.7239871494520267,0.6872990581633774,0.6524701422979099,0.6194061840048403
16,0.14400000000000002,0.7306137990557745,0.6879398284181304,0.6477584347461722,0.6099239739996337,0.5742993599526408
17,0.15300000000000002,0.6975040402243711,0.6509856277264792,0.6075697323367972,0.5670493624505918,0.5292313999475843
18,0.16200000000000003,0.6636089977226823,0.6135033835564516,0.5671810822089888,0.5243563368116126,0.48476505523643865
19,0.171,0.6292416247980472,0.5758720942603234,0.5270292608175473,0.48232906668923714,0.441420138662076
20,0.18000000000000002,0.5947137019808725,0.5384588452739376,0.4875253697093049,0.44140977008063037,0.3996563012767455
21,0.18900000000000003,0.5603266057373879,0.5016077286016869,0.44904241154674873,0.40198562648559366,0.3598600949981959
22,0.198,0.526362973085138,0.4656304438409513,0.4119055154925655,0.36437944713383763,0.32233698626988505
23,0.20700000000000002,0.4930797302940732,0.4307990803927819,0.376385276771851,0.3288444497787127,0.28730845706245955
24,0.21600000000000003,0.4607028049202386,0.39734135214742416,0.34269435768190515,0.29556307643063723,0.2549138353698986
25,0.22500000000000003,0.42942367218346494,0.3654383214424444,0.3109871977687409,0.2646494375212653,0.2252161057779598
26,0.23400000000000004,0.39939772315311234,0.3352244403157574,0.2813624377171995,0.23615470736915284,0.1982107029538327
27,0.24300000000000002,0.3707443032939398,0.3067895771601173,0.2538674981682755,0.21007465300085315,0.17383619723234323
28,0.252,0.34354816854282033,0.2801825974586729,0.22850467790514406,0.18635844869938528,0.1519858248268064
29,0.261,0.31786204716691213,0.25541602864599255,0.2052381377907512,0.16491799235904667,0.13251896039879882
30,0.27,0.2937099770611853,0.2324713527507548,0.18400119980090293,0.1456370675730852,0.11527183430691203
31,0.279,0.27109110274383985,0.21130452256298765,0.16470349245244156,0.12837985617731948,0.1000670205402344
32,0.28800000000000003,0.24998365441660164,0.1918513722635276,0.147237593343951,0.11299847238541182,0.08672143234241785
33,0.29700000000000004,0.2303488830405812,0.17403267765220715,0.13148493865269462,0.09933934149863631,0.07505274024324957
34,0.30600000000000005,0.21213478163903762,0.15775870320823143,0.11732087584578474,0.0872483713291817,0.06488426191240654
35,0.31500000000000006,0.19527947726945558,0.14293314575200095,0.10461882257999759,0.07657495803908863,0.05604846392519016
36,0.32400000000000007,0.17971422592274128,0.129456443463828,0.09325355938882937,0.0671749306152039,0.04838926698838794
37,0.333,0.16536598172648914,0.11722846327321162,0.08310372720651896,0.05891257366237634,0.04176336625082659
38,0.342,0.152159541630394,0.10615060995134518,0.07405362598026662,0.051661882239563466,0.03604077568416108
39,0.35100000000000003,0.14001928775319816,0.09612741856618262,0.06599442139568945,0.04530720103153833,0.031104788205439177
40,0.36000000000000004,0.1288705629559791,0.0870677007408361,0.058824867009494214,0.039743388642379515,0.026851517863740244
41,0.36900000000000005,0.11864072244803232,0.07888531687518398,0.052451642377000035,0.03487563064041911,0.02318916201040571
42,0.37800000000000006,0.10925990682479338,0.07149964338208942,0.046789396975301996,0.030619005503131624,0.020037093317041028
43,0.38700000000000007,0.10066158123992039,0.06483579790174399,0.041760577052686515,0.02689788810103102,0.01732486587068247
44,0.396,0.09278288256584799,0.058824677816742034,0.03729509952895356,0.02364525725709611,0.01499119742005264
45,0.405,0.08556481229711381,0.053402859226859965,0.033329924730271236,0.020801957995771347,0.01298297151775471
46,0.41400000000000003,0.07895230826729177,0.04851239555033256,0.029808568642035772,0.018315955655379735,0.01125428869187797
47,0.42300000000000004,0.07289422345341026,0.04410054752480936,0.02668058577030414,0.0161416080722284,0.009765584519337109
48,0.43200000000000005,0.06734323553964672,0.04011946981443504,0.023901045673545326,0.014238973361844345,0.008482824075870683
49,0.44100000000000006,0.06225570668960941,0.03652587377785377,0.021430019686674975,0.01257316413730884,0.007376776190522094
50,0.45000000000000007,0.05759150922780794,0.033280681211181606,0.019232089160488457,0.011113753999013381,0.006422366750202726
51,0.4590000000000001,0.05331382968748069,0.03034867998974748,0.017275882500426484,0.009834238493110123,0.0055981075536416505
52,0.4680000000000001,0.04938896093428902,0.02769818940224652,0.01553364522164613,0.008711550183916188,0.004885595542619391
53,0.47700000000000004,0.045786089789008,0.025300740498334688,0.013980844964778342,0.007725625773001806,0.004269076348611953
54,0.48600000000000004,0.042477085699889804,0.023130774852534973,0.012595811779088506,0.006859022119457486,0.0037350657539749867
55,0.49500000000000005,0.03943629450395947,0.021165363687024173,0.011359412839463654,0.006096577405568144,0.0032720227014873897
56,0.504,0.03664034011339223,0.019383948206721548,0.010254760005637723,0.00542511341818368,0.002870067761896751
57,0.513,0.034067936018561396,0.017768101207112474,0.00926694816228586,0.00483317487649995,0.0025207413892970117
58,0.522,0.03169970776842261,0.01630130945492348,0.008382822021759245,0.0043108018544459285,0.002216796789838984
59,0.531,0.029518027032052828,0.014968775961565713,0.007590768968088018,0.003849331562838541,0.0019520227528422405
60,0.54,0.027506857428624704,0.01375724102640152,0.006880535525610226,0.003441226031067754,0.001721092313163212
61,0.549,0.02565161200823337,0.012654820787064638,0.006243065113331994,0.0030799225304336472,0.0015194336096287016
62,0.558,0.023939022049095683,0.011650861950071346,0.00567035487072259,0.002759703890798305,0.0013431197647188148
63,0.5670000000000001,0.02235701668827702,0.010735811365610148,0.005155329492882605,0.0024755861651218685,0.001188775029568935
64,0.5760000000000001,0.020894612807441953,0.00990109913923939,0.004691730178981989,0.002223221383998115,0.0010534948137630967
65,0.5850000000000001,0.019541814539521966,0.009139034027823886,0.004274016967757192,0.0019988134093979434,0.0009347775519064307
66,0.5940000000000001,0.0182895217365356,0.008442709937911262,0.0038972829009819954,0.0017990451408853056,0.0008304666507862253
67,0.6030000000000001,0.01712944673514018,0.0078059224249883985,0.0035571786157944534,0.0016210155478391256,0.0007387010151497919
68,0.6120000000000001,0.01605403876860687,0.007223094176526659,0.003249846116857299,0.0014621851980434232,0.0006578728702795082
69,0.6210000000000001,0.015056415396987835,0.006689208546836934,0.0029718606180930258,0.0013203291275458928,0.0005865917892748945
70,0.6300000000000001,0.014130300357593236,0.006199750294975189,0.0027201794705351817,0.0011934960504682195,0.0005236539958276746
71,0.6390000000000001,0.013269967272701393,0.005750652756608715,0.002492097307661438,0.0010799730422690816,0.0004680161526497356
72,0.6480000000000001,0.012470188688643056,0.005338250755815796,0.0022852066428055507,0.0009782549476553223,0.00041877296467766526
73,0.657,0.01172618995841059,0.004959238632646804,0.002097363245495778,0.0008870178667387426,0.0003751380275031777
74,0.666,0.011033607517731558,0.004610632826695531,0.001926655705625505,0.0008050961618840279,0.00033642743764540894
75,0.675,0.010388451141245049,0.0042897385158352196,0.0017713786670580894,0.0007314625046083286,0.00030204575445958056
76,0.684,0.00978706980055855,0.003994119862866401,0.0016300092764648276,0.0006652105483600616,0.00027147396556565206
77,0.6930000000000001,0.009226120779182759,0.0037215734712779365,0.0015011864497421026,0.0006055398703553393,0.0002442591603220223
78,0.7020000000000001,0.008702541730454465,0.0034701046949936073,0.0013836926080460223,0.0005517428750828841,0.00022000566048033943
79,0.7110000000000001,0.008213525393478506,0.003237906486180919,0.0012764375790840418,0.000503193394656845,0.0001983673949508667
80,0.7200000000000001,0.0077564967088330754,0.003023340500298599,0.0011784443974969109,0.0004593367578322011,0.0001790413376222626
81,0.7290000000000001,0.0073290921003415326,0.0028249202089141653,0.0010888367715891647,0.0004196811310110986,0.00016176185429924762
