coupling,10x2,6x2,7x2,8x2,9x2
0.0,1.00000000000046,1.0000000000000058,1.0000000000000064,1.0000000000000204,0.9999999999999687
0.02,0.9998999849965078,0.9998999849777583,0.9998999849961288,0.9998999849964951,0.9998999849965117
0.04,0.9995997597757531,0.9995997585766987,0.9995997597278632,0.999599759773805,0.9995997597756833
0.06,0.9990987824419929,0.9990987687975696,0.9990987816250247,0.9990987823920168,0.9990987824391677
0.08,0.9983961455973895,0.9983960690421865,0.9983961394903607,0.9983961451002182,0.9983961455606476
0.1,0.9974905699035231,0.997490278407979,0.9974905408620416,0.997490566955596,0.9974905696363913
0.12,0.9963803948832587,0.9963795264917972,0.9963802911673258,0.9963803822885628,0.996380393538964
0.14,0.995063566727742,0.9950613831058615,0.9950632628191718,0.9950635238276574,0.9950635614824044
0.16,0.9935376227349264,0.9935327734418486,0.9935368524694702,0.9935374989822351,0.9935376057501603
0.18,0.9917996718146158,0.9917898793702683,0.9917979247194868,0.9917993574827622,0.9917996241302574
0.2,0.9898463702425663,0.9898280277393883,0.9898427407047697,0.9898456483038994,0.9898462506505243
0.22,0.9876738915226635,0.9876415667518679,0.9876668701221685,0.9876723635495673,0.987673617813626
0.24,0.9852778888160061,0.9852237317611541,0.985265085458586,0.9852748667700059,0.9852773081063589
0.26,0.9826534479123692,0.9825665021598183,0.982631237424775,0.9826478030165053,0.9826522921067558
0.28,0.9797950281521076,0.979660451447312,0.979758110907599,0.9797849878327217,0.9797928500482093
0.3,0.9766963880541009,0.9764945930852025,0.9766372611503422,0.9766792723467957,0.9766924732357366
0.32,0.9733504916739367,0.9730562253975128,0.9732588303792714,0.973322381687943,0.9733437412641347
0.34,0.9697493909153602,0.9693307795731538,0.9696113457495528,0.9697047241326656,0.9697381705854063
0.36,0.9658840781652439,0.965301675797892,0.9656815003275115,0.9658151687290836,0.9658660296459523
0.38,0.9617443027452287,0.9609501936988061,0.9614539199111161,0.9616407897057113,0.9617161156078408
0.4,0.9573183438144628,0.9562553646296948,0.9569109198773816,0.9571665768149371,0.957275487643714
0.42,0.9525927315797577,0.9511938948499812,0.952032258002399,0.9523751119851619,0.952529152037106
0.44,0.9475519080654944,0.9457401303173576,0.9467948913982891,0.9472462143794458,0.9474596949468839
0.46,0.9421778183998727,0.9398660755570403,0.941172748419157,0.941756558334448,0.9420468598668171
0.48,0.9364494237854178,0.9335414807761377,0.9351365296551287,0.9358792718640595,0.9362670687475354
0.5,0.9303421283204931,0.9267340128920691,0.9286535559762812,0.9295835276679824,0.9300928887385439
0.52,0.9238271140285743,0.9194095272081695,0.9216876859591063,0.922834144112751,0.9234924509276022
0.54,0.9168705823915303,0.9115324567928133,0.9141993297836635,0.9155912206656682,0.916428833774222
0.56,0.9094329071377767,0.9030663358323672,0.9061455915413211,0.9078098409161167,0.9088594327132007
0.58,0.9014677130145151,0.8939744709080537,0.897480576359262,0.8994398866332984,0.9007353492632072
0.6,0.8929209100547123,0.8842207698543255,0.8881559021004227,0.8904260180522217,0.8920008485186762
0.62,0.8837297339548762,0.8737707311918353,0.878121456624337,0.8807078881083027,0.8825929535690091
0.64,0.8738218722368288,0.8625925878218833,0.8673264393979866,0.8702206704033902,0.8724412691913767
0.66,0.8631147942896571,0.8506585866863381,0.8557207191014317,0.858895990202797,0.861468154286861
0.68,0.85151545174176,0.8379463717648971,0.8432565251940856,0.8466633516424398,0.8495893907586024
0.7000000000000001,0.8389205725291634,0.8244404218998338,0.8298904698320091,0.8334521484075363,0.8367155215325804
0.72,0.8252178325554392,0.8101334788551784,0.8155858663625102,0.8191943244207706,0.8227540450142068
0.74,0.8102882422638985,0.7950278866140765,0.8003152724001135,0.8038277103707436,0.8076126469596591
