index,coupling,10x2,12x2,14x2,16x2,18x2
0,0.0,0.9999999999999998,1.0000000000000013,0.9999999999999999,0.9999999999999991,0.9999999999999996
1,0.009000000000000001,0.9999797493848785,0.9999797493848759,0.999979749384879,0.9999797493848787,0.9999797493848753
2,0.018000000000000002,0.9999189901566404,0.9999189901566399,0.999918990156639,0.9999189901566408,0.9999189901566404
3,0.027000000000000003,0.9998177001562099,0.999817700156209,0.9998177001562089,0.9998177001562091,0.9998177001562075
4,0.036000000000000004,0.9996758424168521,0.9996758424168513,0.9996758424168515,0.9996758424168499,0.9996758424168506
5,0.045000000000000005,0.9994933651116501,0.9994933651116604,0.9994933651116606,0.999493365111662,0.999493365111662
6,0.054000000000000006,0.9992702014797392,0.9992702014798045,0.9992702014798027,0.9992702014798037,0.9992702014798038
7,0.063,0.9990062697309967,0.9990062697312957,0.9990062697312949,0.9990062697312951,0.9990062697312962
8,0.07200000000000001,0.9987014729288708,0.998701472929996,0.9987014729300056,0.998701472930003,0.9987014729300041
9,0.08100000000000002,0.998355698850854,0.998355698854503,0.9983556988545286,0.9983556988545297,0.9983556988545303
10,0.09000000000000001,0.9979688198259592,0.9979688198363996,0.9979688198364839,0.9979688198364837,0.997968819836487
11,0.099,0.997540692548428,0.9975406925754409,0.9975406925757071,0.9975406925757089,0.9975406925757111
12,0.10800000000000001,0.9970711578666769,0.9970711579309955,0.9970711579317499,0.9970711579317594,0.9970711579317599
13,0.11700000000000002,0.9965600405462693,0.9965600406890635,0.9965600406910341,0.9965600406910589,0.9965600406910637
14,0.126,0.9960071490053982,0.9960071493040809,0.9960071493088641,0.996007149308941,0.9960071493089404
15,0.135,0.9954122750210913,0.9954122756145574,0.9954122756254694,0.995412275625668,0.9954122756256731
16,0.14400000000000002,0.9947751934039928,0.9947751945315388,0.9947751945551296,0.9947751945556196,0.9947751945556311
17,0.15300000000000002,0.994095661639132,0.9940956636986666,0.9940956637473122,0.9940956637484589,0.9940956637484865
18,0.16200000000000003,0.99337341948966,0.9933734231224807,0.9933734232186867,0.9933734232212286,0.9933734232212961
19,0.171,0.9926081885600415,0.992608194771404,0.9926081949546992,0.9926081949600912,0.9926081949602491
20,0.18000000000000002,0.9917996718146109,0.9917996821416066,0.9917996824793067,0.9917996824903196,0.9917996824906793
